Sample Name,Sample Shipped,Sample Sequenced,DRC Received,Available on Cavatica,Genomics Data Harmonized,Phenotype Data Harmonized,Year,Contact PI,Institution Name,Title
3e0e4949-146b,1,1,1,0,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
142547a0-61fe,0,0,1,1,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
cb9b4dac-14bd,1,0,0,0,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
e3a0c149-0ba1,0,1,1,0,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
b250d2eb-18af,1,1,0,1,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
08babf0f-b6ad,0,0,1,0,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
f88b7368-6ad9,0,1,0,1,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
0423c989-1c62,1,0,1,1,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
68dce069-1ffc,1,1,0,1,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
8aee19a4-d3a0,0,0,0,0,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
9e2de052-64d3,0,0,1,0,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
63ddde48-ba5e,1,1,0,0,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
97eaee9b-2ff3,0,0,1,1,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
782ac9be-2f2c,0,0,1,1,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
0b1d3a16-e356,1,0,0,0,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
09b58024-a2df,1,1,1,0,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
f70ec880-f3be,0,0,1,0,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
dc2713f6-89d2,1,0,1,1,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
25ebfe22-87af,0,1,1,0,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
9bc5b3cc-b155,0,1,0,1,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
dccf2cee-358e,0,1,1,1,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
dc096e3d-e94b,1,1,1,1,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
93f7498c-f408,0,0,0,1,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
7e72e23f-3a48,1,1,1,1,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
d76457e5-2d69,0,1,1,0,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
fe3f6143-08c5,1,0,0,1,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
90fc5fd1-7bcc,0,0,0,1,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
49a2a8eb-b448,0,0,0,1,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
3d349b7f-7d72,0,0,0,0,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
fbfb90aa-b2d0,1,1,1,0,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
16079768-0513,1,1,0,0,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
5200fac2-8be2,1,0,1,1,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
e375a6fd-e439,1,1,1,0,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
f1f17bae-b50e,1,1,1,1,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
b8f17c1a-2565,1,1,1,0,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
209bc308-0b7e,0,0,0,1,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
c37838b1-9390,0,1,0,1,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
3b190956-fa15,1,0,0,0,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
5e46f8dc-4ce4,0,0,0,1,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
9adc5423-d92f,1,0,1,0,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
c5eab595-60b4,1,1,0,1,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
db9fb3ed-1e78,1,1,1,0,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
64e13ce9-8b3e,1,0,1,0,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
ff241289-e2f3,0,0,0,1,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
f00af498-4433,0,0,0,1,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
0e78fbf3-28b6,1,0,0,0,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
9df54c33-e820,1,0,1,0,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
30ad319a-2bc4,1,0,0,1,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
dd7937b1-ee5c,0,0,0,1,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
acd19904-7729,0,0,1,0,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
27ca7a28-fbc5,0,1,1,0,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
157171ef-c777,0,1,0,0,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
a006f490-1bff,1,0,1,1,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
d27fdc4b-b786,0,0,0,1,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
d89d975f-9a19,1,1,1,1,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
c5d1d46a-b3d2,0,0,0,1,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
d19593a3-c166,1,0,1,0,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
b476b06b-8da7,0,0,1,1,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
b58ea223-37f1,1,0,1,0,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
be2e3e01-3950,0,0,0,1,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
2274e73c-7650,0,0,1,0,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
82eb1222-94e4,1,0,0,0,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
43e5b8f6-180d,1,0,0,0,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
4c2d1e4d-cf1f,1,0,0,0,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
a7d41fd4-77bd,0,1,1,1,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
5791dd5a-2e06,1,1,0,0,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
4b153eab-dad2,0,0,1,0,0,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
539da1e0-24bc,0,0,0,0,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
09d591fc-2a59,1,1,1,1,0,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
44f27ebe-32bc,0,1,1,1,0,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
20f2f5b9-faba,1,1,0,1,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
997e0280-e928,1,1,0,1,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
d6315bb6-1aa7,1,1,1,1,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
3ed4836f-c1ff,0,0,0,0,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
cdae2b83-069e,0,1,1,0,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
e339110b-4a58,1,0,1,0,0,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
7f18c297-948e,1,1,1,1,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
dd41561d-ca88,1,0,1,0,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
758d7441-a528,1,1,1,0,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
17ba9b2f-2c4d,1,0,1,1,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
811bd498-5218,1,0,1,0,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
82ab7831-8554,0,1,0,1,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
3056c19a-26de,0,0,0,0,1,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
1ca07956-7637,0,0,1,0,0,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
8c9b8276-0e43,0,0,0,1,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
e5fbdbee-ddb1,1,1,0,1,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
dffbb6e9-784e,1,1,1,0,1,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
8a93ec42-8f7d,1,1,1,1,1,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
49f3e866-19f0,1,0,1,0,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
526450ee-e691,0,0,1,0,0,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
fc469948-c5d0,1,1,0,1,1,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
c15b35b0-b423,1,0,1,1,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
7bf8565e-0f2e,0,0,1,0,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
58135078-061a,1,0,0,0,1,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
ea4a3700-bb85,0,1,0,0,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
e4a68ba8-cbfa,1,1,0,1,1,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
0638a284-3247,0,1,0,1,1,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
bcde546c-72a0,1,1,1,1,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
18e3ad68-a23a,0,0,1,1,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
0288a787-977c,0,1,1,0,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
6c8f133d-3b78,1,0,0,0,0,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
ef264f2a-2cc2,1,0,0,1,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
8fba91ce-4323,1,0,0,1,1,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
8f0bc707-5bb0,1,1,0,1,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
daeed151-10b3,1,0,1,1,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
a1219d8d-7acc,0,1,1,1,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
9ccea820-91ea,1,0,0,1,1,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
b48e3fb9-0f7c,0,1,1,0,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
b2e0cdc3-f5e3,0,1,1,1,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
e713f089-ec7e,1,1,1,0,0,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
2f19324c-0e34,0,1,1,1,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
0c113caf-b9e9,1,0,1,1,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
eb73535a-c3ca,0,1,0,1,0,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
a401d69f-bb69,1,1,0,1,0,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
cbbca316-c22f,1,0,0,0,0,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
d3013fa3-0fc3,0,0,1,1,1,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
50c64901-5555,0,1,0,1,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
2a23f965-f5c5,0,0,1,1,1,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
ceeb2a13-547a,0,0,1,0,0,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
0e127f9a-63fe,1,1,0,0,0,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
368f0ac6-8e7d,0,0,0,1,1,1,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
734ef88a-7a36,0,0,0,1,0,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
da3351e8-8b69,0,0,1,1,0,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
6ff8345a-7dcc,1,0,1,0,1,0,2016,Jonathan Rios,UT Southwestern Medical Center,Genomics of Orthopaedic Disease Program
700f1cb7-d9df,0,1,1,0,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
0e23238b-7af5,1,1,0,0,0,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
89352aac-8cbe,0,0,0,1,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
3cd8491f-1a2d,0,1,1,0,1,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
6be43d49-3fe5,1,1,0,1,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
92e1a988-b2f6,1,1,1,1,0,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
c77ac2d7-4abc,0,0,0,0,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
ef2b94b9-f16f,0,1,0,0,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
1a85d5c8-1d7b,1,1,1,0,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
900473ac-98c3,1,0,0,1,1,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
da33f266-0195,0,0,1,0,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
fe580286-9bca,1,0,1,0,0,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
5c892cb5-8775,1,0,0,1,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
e3f6803d-7fe3,1,0,1,0,0,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
a8810330-c3e2,1,1,0,0,0,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
27c69a5b-0742,1,0,0,1,1,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
c0212827-92e2,1,0,0,0,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
dee49906-39f1,1,1,1,1,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
8dbff5fc-ac4c,0,0,1,1,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
f889e053-904f,1,0,0,1,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
342554fe-96f3,1,1,1,1,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
61b8027f-4456,1,1,0,0,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
967e60be-7bfe,1,0,0,0,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
3cb57552-2642,0,1,1,1,0,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
9b2664ec-c234,0,0,1,1,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
cbb21239-9e9b,0,1,1,0,0,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
618f3b16-2330,0,1,1,0,1,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
596f08e4-9873,1,0,0,1,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
d1ded480-7a1a,1,0,1,1,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
78e64e64-b70f,0,1,1,1,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
8d52a1fa-8033,1,0,1,1,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
6f63e700-4ee8,1,1,0,1,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
4f0691a1-6a54,0,0,0,1,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
e2a277e7-5c21,0,1,1,1,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
de557a2a-6ce7,1,1,1,0,0,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
1fa6d1dc-c840,1,1,1,1,1,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
dde3b2ed-f53f,1,1,1,1,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
9551799b-fe55,0,1,0,0,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
ef902f95-0652,1,0,1,1,1,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
60179e99-0991,0,0,1,0,0,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
70c6056e-ad81,1,0,1,1,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
2ce274fc-dd64,1,1,0,0,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
13cf5738-e50e,1,0,1,0,0,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
c615bf59-c8c8,1,0,0,0,1,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
83e9c6ca-d71a,1,1,1,1,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
0b61ca07-6912,1,1,1,0,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
9f7f563f-2e2a,1,1,0,0,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
5910c2be-a0c3,0,0,0,0,1,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
38bddbc3-6820,1,1,0,0,0,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
3612ca64-044a,1,0,1,1,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
64ded59f-51d4,1,0,0,1,1,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
58636af3-331b,0,1,0,1,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
1adab41c-9177,0,0,0,0,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
226f8b5b-0095,0,1,1,1,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
bd8087ed-4252,0,1,1,1,0,1,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
395fc907-3244,0,1,1,1,1,0,2016,Christine Seidman,Harvard Medical School,Discovery of De Novo and Inherited Mutations that Cause Prevalent Birth Defects
